invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I282695,C266377,Female,38,Clothing,3,900.24,Credit Card,22-02-2022,Kanyon
I206642,C289260,Female,36,Cosmetics,3,121.98,Debit Card,12-01-2023,Zorlu Center
I245988,C151503,Female,61,Cosmetics,5,203.3,Credit Card,28-08-2022,Metrocity
I264264,C615393,Female,56,Technology,5,5250,Credit Card,25-03-2021,Zorlu Center
I253061,C205984,Male,58,Shoes,1,600.17,Credit Card,25-05-2021,Metropol AVM
I141939,C224857,Male,66,Food & Beverage,4,20.92,Cash,17-03-2022,Metropol AVM
I179672,C235663,Male,38,Food & Beverage,3,15.69,Cash,21-11-2021,Metropol AVM
I283507,C268455,Female,64,Clothing,3,900.24,Debit Card,02-02-2023,Mall of Istanbul
I485162,C475080,Male,64,Clothing,2,600.16,Credit Card,21-05-2021,Mall of Istanbul
I138219,C338671,Female,21,Clothing,3,900.24,Cash,09-06-2021,Cevahir AVM
I369631,C606472,Female,45,Clothing,3,900.24,Cash,04-02-2022,Istinye Park
I285013,C424443,Male,31,Technology,2,2100,Credit Card,27-02-2021,Metrocity
I288639,C181284,Male,37,Clothing,4,1200.32,Cash,24-10-2022,Forum Istanbul
I145668,C184744,Male,31,Toys,3,107.52,Credit Card,17-03-2022,Mall of Istanbul
I203772,C271031,Female,63,Clothing,4,1200.32,Cash,01-08-2021,Forum Istanbul
I280961,C932517,Female,26,Clothing,2,600.16,Debit Card,02-10-2021,Kanyon
I224642,C581271,Male,46,Food & Beverage,4,20.92,Credit Card,30-03-2022,Metrocity
I192290,C850866,Female,31,Clothing,2,600.16,Credit Card,30-09-2021,Mall of Istanbul
I118084,C264819,Female,60,Clothing,5,1500.4,Cash,10-01-2021,Cevahir AVM
I272181,C279559,Female,23,Clothing,2,600.16,Credit Card,22-01-2023,Kanyon
I278920,C162008,Female,59,Clothing,2,600.16,Credit Card,03-07-2021,Cevahir AVM
I187920,C475377,Female,44,Cosmetics,2,81.32,Debit Card,01-10-2022,Metrocity
I328192,C198094,Female,54,Food & Beverage,1,5.23,Credit Card,02-09-2021,Kanyon
I953657,C838623,Male,55,Clothing,5,1500.4,Debit Card,17-08-2022,Kanyon
I226372,C853154,Male,50,Shoes,4,2400.68,Cash,24-02-2022,Zorlu Center
I130494,C291802,Female,36,Souvenir,2,23.46,Debit Card,13-02-2021,Mall of Istanbul
I237041,C206443,Male,33,Shoes,5,3000.85,Cash,06-09-2022,Metrocity
I182523,C164988,Male,18,Cosmetics,2,81.32,Cash,13-03-2022,Metropol AVM
I307391,C218830,Female,54,Souvenir,2,23.46,Credit Card,26-08-2022,Mall of Istanbul
I253364,C172917,Male,46,Cosmetics,3,121.98,Debit Card,20-11-2021,Mall of Istanbul
I123565,C127847,Male,38,Food & Beverage,2,10.46,Credit Card,17-06-2022,Emaar Square Mall
I267637,C771924,Female,39,Cosmetics,2,81.32,Credit Card,15-10-2022,Metrocity
I266070,C185774,Female,36,Cosmetics,2,81.32,Debit Card,04-06-2021,Metrocity
I197896,C227232,Male,53,Clothing,4,1200.32,Credit Card,10-10-2021,Metrocity
I177082,C264631,Male,50,Food & Beverage,3,15.69,Credit Card,22-04-2022,Mall of Istanbul
I182326,C205376,Male,64,Food & Beverage,1,5.23,Cash,13-12-2021,Metropol AVM
I285766,C161073,Female,44,Food & Beverage,1,5.23,Cash,22-02-2022,Kanyon
I327416,C322260,Male,42,Clothing,2,600.16,Credit Card,02-08-2022,Metropol AVM
I449724,C121211,Female,67,Clothing,4,1200.32,Debit Card,21-05-2021,Mall of Istanbul
I261996,C171987,Male,46,Food & Beverage,1,5.23,Credit Card,10-03-2021,Metrocity
I193095,C290363,Female,47,Cosmetics,5,203.3,Credit Card,30-03-2021,Mall of Istanbul
I242047,C379931,Female,50,Clothing,1,300.08,Credit Card,30-07-2022,Metrocity
I173444,C422499,Male,39,Books,2,30.3,Cash,05-03-2023,Metrocity
I262529,C475169,Male,31,Toys,4,143.36,Cash,16-01-2022,Metropol AVM
I248042,C198030,Female,28,Clothing,1,300.08,Debit Card,29-06-2021,Viaport Outlet
I487727,C162965,Male,68,Clothing,1,300.08,Cash,04-02-2022,Kanyon
I257855,C330282,Male,55,Clothing,2,600.16,Debit Card,25-11-2021,Metropol AVM
I210526,C199520,Female,58,Books,4,60.6,Debit Card,23-04-2021,Emaar Square Mall
I200558,C219393,Male,49,Technology,5,5250,Cash,20-01-2022,Istinye Park
I654306,C239813,Male,57,Shoes,4,2400.68,Credit Card,02-10-2021,Metropol AVM
I258460,C283880,Female,52,Toys,4,143.36,Credit Card,04-03-2022,Mall of Istanbul
I243264,C217948,Female,28,Shoes,1,600.17,Cash,09-12-2022,Metropol AVM
I151138,C170925,Female,47,Souvenir,5,58.65,Cash,05-03-2021,Metrocity
I247306,C465167,Female,46,Cosmetics,4,162.64,Cash,22-10-2021,Mall of Istanbul
I673195,C155697,Male,38,Souvenir,1,11.73,Cash,20-11-2021,Mall of Istanbul
I431780,C111981,Male,47,Cosmetics,5,203.3,Credit Card,01-04-2021,Metrocity
I323800,C107279,Female,23,Food & Beverage,3,15.69,Cash,27-08-2022,Mall of Istanbul
I939160,C895045,Male,38,Toys,2,71.68,Cash,20-10-2022,Kanyon
I351510,C160201,Male,48,Food & Beverage,3,15.69,Debit Card,14-06-2022,Zorlu Center
I119332,C278169,Male,48,Cosmetics,4,162.64,Cash,16-09-2022,Kanyon
I862119,C709743,Female,50,Food & Beverage,5,26.15,Cash,27-01-2022,Metrocity
I212519,C273931,Female,59,Toys,2,71.68,Debit Card,10-10-2022,Emaar Square Mall
I260086,C177500,Male,31,Technology,5,5250,Credit Card,10-01-2021,Kanyon
I165750,C392081,Male,27,Cosmetics,3,121.98,Credit Card,26-01-2021,Cevahir AVM
I297633,C311887,Female,35,Clothing,1,300.08,Cash,08-02-2023,Viaport Outlet
I152967,C744124,Female,44,Clothing,2,600.16,Credit Card,30-03-2022,Istinye Park
I160076,C550185,Male,47,Clothing,3,900.24,Cash,30-01-2022,Metrocity
I133922,C330413,Female,20,Food & Beverage,1,5.23,Debit Card,26-03-2021,Kanyon
I176514,C179590,Male,43,Toys,4,143.36,Credit Card,13-04-2021,Kanyon
I825155,C255999,Female,68,Clothing,2,600.16,Credit Card,12-02-2021,Metrocity
I271897,C204867,Male,52,Toys,2,71.68,Credit Card,25-05-2021,Viaport Outlet
I400888,C143471,Male,39,Cosmetics,5,203.3,Debit Card,07-02-2023,Zorlu Center
I323718,C102567,Male,29,Clothing,1,300.08,Cash,12-05-2021,Metrocity
I133821,C250146,Female,58,Cosmetics,2,81.32,Cash,12-02-2022,Zorlu Center
I134446,C661696,Female,53,Technology,5,5250,Cash,24-01-2023,Mall of Istanbul
I549884,C474588,Female,64,Food & Beverage,3,15.69,Debit Card,02-10-2021,Forum Istanbul
I112064,C203624,Male,24,Food & Beverage,1,5.23,Cash,24-01-2023,Kanyon
I352477,C320610,Male,65,Clothing,5,1500.4,Cash,19-10-2022,Kanyon
I267362,C144709,Female,23,Clothing,3,900.24,Credit Card,17-04-2021,Metropol AVM
I651687,C121513,Male,60,Toys,2,71.68,Cash,25-08-2022,Mall of Istanbul
I199027,C287970,Male,69,Clothing,2,600.16,Debit Card,24-07-2022,Mall of Istanbul
I204418,C329432,Male,18,Cosmetics,1,40.66,Credit Card,20-12-2021,Zorlu Center
I230057,C882218,Male,51,Cosmetics,5,203.3,Credit Card,14-05-2021,Metrocity
I219372,C176686,Female,37,Cosmetics,4,162.64,Cash,02-04-2021,Istinye Park
I257456,C632622,Female,59,Technology,3,3150,Debit Card,29-11-2022,Cevahir AVM
I225296,C198638,Male,24,Food & Beverage,3,15.69,Credit Card,04-04-2021,Viaport Outlet
I237248,C399332,Female,49,Technology,4,4200,Cash,09-05-2022,Mall of Istanbul
I228474,C271349,Male,43,Clothing,3,900.24,Debit Card,19-03-2021,Zorlu Center
I129050,C255079,Female,53,Technology,3,3150,Cash,07-01-2022,Metrocity
I242447,C170934,Female,29,Clothing,2,600.16,Cash,16-05-2022,Kanyon
I140537,C196044,Female,67,Cosmetics,2,81.32,Credit Card,21-10-2022,Mall of Istanbul
I810843,C179024,Female,41,Clothing,4,1200.32,Cash,02-01-2021,Metrocity
I335616,C191458,Female,50,Books,3,45.45,Cash,11-01-2022,Mall of Istanbul
I763903,C113451,Female,58,Clothing,2,600.16,Debit Card,25-07-2021,Zorlu Center
I203134,C302824,Male,26,Clothing,3,900.24,Cash,04-05-2021,Kanyon
I671317,C149082,Female,56,Cosmetics,5,203.3,Cash,09-12-2022,Mall of Istanbul
I173571,C675153,Female,56,Food & Beverage,4,20.92,Credit Card,13-09-2022,Kanyon
I192662,C238146,Male,55,Clothing,3,900.24,Credit Card,21-02-2023,Istinye Park
I907293,C617356,Male,68,Toys,4,143.36,Cash,02-01-2022,Mall of Istanbul
I296279,C298580,Male,59,Souvenir,1,11.73,Credit Card,11-01-2021,Zorlu Center
I780560,C604007,Female,33,Clothing,3,900.24,Cash,30-04-2022,Metropol AVM
I193565,C132871,Female,62,Cosmetics,4,162.64,Cash,16-08-2022,Kanyon
I233758,C325757,Female,61,Clothing,3,900.24,Cash,22-01-2023,Istinye Park
I978050,C176604,Female,39,Food & Beverage,5,26.15,Cash,01-02-2023,Mall of Istanbul
I574237,C255835,Male,35,Toys,3,107.52,Debit Card,07-07-2021,Metrocity
I218288,C227736,Female,48,Cosmetics,4,162.64,Credit Card,16-11-2021,Cevahir AVM
I920171,C212643,Female,54,Shoes,2,1200.34,Debit Card,16-01-2022,Mall of Istanbul
I321278,C226101,Male,18,Clothing,1,300.08,Credit Card,31-07-2022,Kanyon
I946492,C198219,Male,43,Technology,3,3150,Cash,07-08-2021,Istinye Park
I265839,C128031,Female,34,Clothing,4,1200.32,Debit Card,17-10-2021,Metrocity
I184859,C272792,Female,29,Clothing,4,1200.32,Cash,17-01-2023,Mall of Istanbul
I334188,C242616,Female,50,Souvenir,4,46.92,Cash,06-01-2021,Mall of Istanbul
I223615,C287773,Female,37,Clothing,2,600.16,Cash,30-08-2021,Mall of Istanbul
I750563,C174194,Female,34,Food & Beverage,3,15.69,Credit Card,18-10-2021,Metrocity
I283725,C991037,Female,37,Shoes,5,3000.85,Cash,22-12-2021,Mall of Istanbul
I190799,C108828,Male,37,Clothing,2,600.16,Credit Card,21-03-2021,Metrocity
I187927,C155238,Female,20,Food & Beverage,3,15.69,Cash,28-06-2021,Cevahir AVM
I132511,C151287,Female,25,Food & Beverage,2,10.46,Cash,22-11-2021,Istinye Park
I309833,C330352,Female,26,Cosmetics,3,121.98,Cash,22-05-2022,Metrocity
I292286,C644712,Female,61,Food & Beverage,5,26.15,Cash,09-03-2021,Kanyon
I280387,C190362,Female,50,Clothing,1,300.08,Cash,14-08-2022,Cevahir AVM
I116937,C276518,Female,39,Cosmetics,3,121.98,Credit Card,15-09-2022,Viaport Outlet
I156748,C536552,Male,21,Shoes,3,1800.51,Cash,20-09-2021,Emaar Square Mall
I888064,C275917,Female,38,Cosmetics,4,162.64,Cash,05-11-2022,Kanyon
I276626,C330584,Female,56,Shoes,4,2400.68,Credit Card,27-08-2021,Mall of Istanbul
I133952,C233646,Female,50,Books,5,75.75,Cash,02-02-2023,Mall of Istanbul
I277194,C207954,Female,67,Souvenir,4,46.92,Debit Card,30-01-2021,Metrocity
I841597,C196056,Female,22,Clothing,2,600.16,Credit Card,12-03-2022,Istinye Park
I273164,C213995,Male,62,Clothing,2,600.16,Credit Card,24-09-2022,Mall of Istanbul
I320504,C765010,Female,68,Food & Beverage,5,26.15,Credit Card,29-03-2021,Kanyon
I325460,C321916,Female,64,Food & Beverage,5,26.15,Credit Card,23-05-2022,Istinye Park
I176043,C239532,Female,19,Books,2,30.3,Cash,05-09-2022,Cevahir AVM
I203526,C440342,Female,30,Clothing,1,300.08,Debit Card,16-07-2021,Mall of Istanbul
I337611,C137689,Female,35,Shoes,4,2400.68,Debit Card,17-01-2022,Emaar Square Mall
I332809,C469535,Female,51,Clothing,1,300.08,Cash,15-08-2022,Istinye Park
I196861,C310188,Female,23,Toys,2,71.68,Credit Card,30-08-2021,Mall of Istanbul
I311320,C289977,Male,18,Toys,5,179.2,Debit Card,30-06-2022,Metrocity
I137236,C105862,Female,18,Cosmetics,2,81.32,Debit Card,17-03-2021,Emaar Square Mall
I198802,C261711,Female,29,Food & Beverage,2,10.46,Cash,17-12-2022,Mall of Istanbul
I325531,C273903,Female,48,Books,2,30.3,Credit Card,24-02-2021,Metrocity
I235853,C132093,Male,63,Toys,3,107.52,Cash,07-12-2022,Kanyon
I782749,C430623,Female,26,Souvenir,3,35.19,Credit Card,21-02-2022,Mall of Istanbul
I262474,C190938,Female,25,Clothing,4,1200.32,Debit Card,23-12-2021,Forum Istanbul
I953752,C338765,Male,38,Clothing,5,1500.4,Cash,07-03-2022,Kanyon
I179301,C507408,Male,23,Shoes,4,2400.68,Credit Card,30-11-2021,Mall of Istanbul
I298561,C545317,Female,69,Toys,1,35.84,Cash,29-12-2021,Istinye Park
I184490,C120404,Female,33,Toys,3,107.52,Credit Card,12-03-2022,Emaar Square Mall
I229390,C246959,Female,54,Souvenir,3,35.19,Cash,15-02-2023,Kanyon
I235821,C826270,Female,42,Food & Beverage,3,15.69,Debit Card,11-01-2021,Istinye Park
I225155,C267019,Female,55,Shoes,5,3000.85,Cash,02-08-2021,Metropol AVM
I942018,C267120,Female,51,Clothing,4,1200.32,Debit Card,04-11-2022,Mall of Istanbul
I312066,C291860,Male,54,Food & Beverage,5,26.15,Credit Card,24-12-2022,Metropol AVM
I266425,C132340,Male,35,Clothing,1,300.08,Cash,04-06-2021,Cevahir AVM
I218472,C236084,Female,57,Clothing,3,900.24,Debit Card,08-09-2022,Kanyon
I265212,C280123,Female,41,Cosmetics,5,203.3,Cash,09-06-2022,Mall of Istanbul
I207003,C294773,Female,66,Clothing,1,300.08,Debit Card,15-06-2021,Metrocity
I108125,C204887,Female,44,Souvenir,5,58.65,Cash,13-03-2021,Metrocity
I115607,C667578,Male,32,Clothing,4,1200.32,Credit Card,15-05-2021,Forum Istanbul
I983925,C198062,Male,36,Cosmetics,3,121.98,Cash,09-01-2023,Metrocity
I299483,C267617,Male,38,Clothing,2,600.16,Cash,20-06-2022,Metrocity
I115856,C326318,Male,32,Cosmetics,3,121.98,Cash,16-09-2022,Kanyon
I270947,C830754,Female,25,Food & Beverage,4,20.92,Credit Card,16-09-2022,Viaport Outlet
I233823,C822715,Male,60,Food & Beverage,4,20.92,Credit Card,25-12-2021,Kanyon
I301321,C106775,Female,68,Clothing,5,1500.4,Credit Card,14-09-2022,Metropol AVM
I139837,C184990,Male,67,Souvenir,3,35.19,Credit Card,13-07-2022,Mall of Istanbul
I284663,C182235,Female,67,Clothing,3,900.24,Credit Card,27-03-2022,Emaar Square Mall
I143821,C327130,Female,67,Cosmetics,1,40.66,Credit Card,04-12-2021,Metrocity
I246032,C833582,Female,39,Food & Beverage,2,10.46,Credit Card,06-06-2021,Mall of Istanbul
I271880,C159246,Female,58,Toys,5,179.2,Cash,10-12-2022,Metrocity
I292522,C155256,Male,57,Clothing,1,300.08,Credit Card,10-03-2021,Cevahir AVM
I196500,C287934,Female,64,Clothing,5,1500.4,Credit Card,12-09-2021,Mall of Istanbul
I237866,C297260,Male,31,Shoes,5,3000.85,Credit Card,13-01-2023,Metropol AVM
I135969,C144442,Female,26,Clothing,5,1500.4,Cash,15-02-2021,Zorlu Center
I732112,C159632,Female,63,Food & Beverage,2,10.46,Cash,04-12-2021,Cevahir AVM
I251728,C809067,Female,68,Cosmetics,5,203.3,Credit Card,27-05-2022,Forum Istanbul
I288293,C323229,Female,42,Clothing,2,600.16,Cash,21-12-2021,Zorlu Center
I201971,C305500,Male,31,Cosmetics,2,81.32,Credit Card,18-04-2022,Cevahir AVM
I262808,C559746,Male,19,Clothing,3,900.24,Debit Card,08-12-2022,Kanyon
I148577,C952467,Female,37,Shoes,5,3000.85,Cash,05-01-2023,Metrocity
I249148,C902190,Female,19,Clothing,4,1200.32,Cash,20-09-2022,Metrocity
I273172,C900938,Female,42,Technology,2,2100,Cash,18-12-2022,Metrocity
I129845,C807718,Female,30,Clothing,4,1200.32,Debit Card,13-08-2022,Mall of Istanbul
I645871,C578468,Female,22,Cosmetics,4,162.64,Cash,02-02-2023,Zorlu Center
I213045,C229387,Female,27,Souvenir,2,23.46,Credit Card,20-01-2021,Kanyon
I138426,C242402,Male,23,Food & Beverage,3,15.69,Credit Card,28-06-2021,Cevahir AVM
I208808,C298916,Female,38,Souvenir,1,11.73,Credit Card,10-01-2021,Mall of Istanbul
I277426,C325102,Female,64,Clothing,3,900.24,Cash,25-02-2021,Istinye Park
I682173,C237684,Female,54,Cosmetics,3,121.98,Credit Card,26-04-2021,Metrocity
I268314,C325203,Male,21,Toys,5,179.2,Cash,13-09-2022,Kanyon
I123918,C336809,Female,61,Clothing,1,300.08,Cash,07-02-2023,Emaar Square Mall
I575449,C236785,Female,43,Clothing,1,300.08,Cash,13-04-2021,Mall of Istanbul
I139745,C117351,Female,69,Technology,2,2100,Cash,20-02-2023,Istinye Park
I555520,C225939,Female,60,Cosmetics,5,203.3,Credit Card,29-04-2021,Metrocity
I233432,C180589,Male,39,Cosmetics,4,162.64,Credit Card,10-08-2021,Kanyon
I585456,C319412,Female,46,Clothing,4,1200.32,Debit Card,20-10-2022,Kanyon
I428525,C176063,Male,61,Shoes,5,3000.85,Cash,01-08-2021,Kanyon
I105721,C318000,Male,42,Clothing,4,1200.32,Credit Card,13-01-2023,Kanyon
I295363,C126315,Female,32,Clothing,3,900.24,Cash,01-06-2022,Emaar Square Mall
I402236,C720198,Female,41,Food & Beverage,1,5.23,Cash,08-07-2022,Metrocity
I238603,C103577,Female,42,Clothing,2,600.16,Cash,07-02-2022,Viaport Outlet
I166214,C318391,Male,25,Souvenir,2,23.46,Cash,16-11-2022,Kanyon
I286651,C682023,Female,68,Food & Beverage,5,26.15,Cash,02-06-2021,Mall of Istanbul
I227452,C251944,Male,19,Clothing,4,1200.32,Cash,25-05-2022,Mall of Istanbul
I400039,C719499,Female,65,Clothing,3,900.24,Debit Card,17-05-2021,Zorlu Center
I101185,C269338,Female,60,Cosmetics,3,121.98,Credit Card,20-05-2022,Istinye Park
I104505,C698742,Female,32,Souvenir,3,35.19,Credit Card,12-06-2021,Kanyon
I236010,C133974,Female,48,Shoes,2,1200.34,Cash,04-05-2021,Kanyon
I128426,C327399,Male,21,Toys,3,107.52,Cash,06-05-2022,Kanyon
I245580,C114800,Female,56,Clothing,3,900.24,Cash,06-08-2022,Mall of Istanbul
I150967,C296768,Male,21,Clothing,2,600.16,Cash,11-12-2022,Cevahir AVM
I156396,C182595,Female,36,Food & Beverage,2,10.46,Cash,06-04-2021,Metrocity
I107609,C338577,Female,49,Food & Beverage,5,26.15,Credit Card,31-07-2022,Metropol AVM
I312520,C256845,Male,42,Clothing,3,900.24,Credit Card,26-01-2021,Emaar Square Mall
I128626,C179309,Male,37,Food & Beverage,4,20.92,Cash,02-03-2021,Metrocity
I119685,C211689,Female,44,Clothing,2,600.16,Debit Card,05-02-2023,Viaport Outlet
I939386,C545894,Male,46,Technology,2,2100,Cash,04-03-2021,Mall of Istanbul
I221408,C274690,Male,36,Clothing,1,300.08,Credit Card,28-01-2022,Zorlu Center
I136331,C809737,Male,26,Clothing,5,1500.4,Debit Card,05-07-2022,Metrocity
I126694,C311661,Female,54,Toys,4,143.36,Cash,28-01-2023,Istinye Park
I299720,C137138,Female,53,Clothing,2,600.16,Credit Card,15-03-2022,Metropol AVM
I305702,C699724,Female,35,Clothing,1,300.08,Credit Card,09-04-2021,Kanyon
I203747,C337177,Female,30,Clothing,5,1500.4,Debit Card,05-08-2022,Mall of Istanbul
I240208,C129409,Male,69,Clothing,1,300.08,Credit Card,15-06-2021,Mall of Istanbul
I285149,C302667,Female,65,Souvenir,4,46.92,Credit Card,01-10-2022,Kanyon
I318091,C121400,Female,50,Cosmetics,3,121.98,Credit Card,12-02-2022,Zorlu Center
I806714,C241751,Female,32,Clothing,4,1200.32,Debit Card,09-12-2022,Metrocity
I498086,C329954,Male,43,Souvenir,1,11.73,Cash,13-02-2021,Metrocity
I101433,C208860,Male,40,Food & Beverage,3,15.69,Credit Card,10-08-2022,Mall of Istanbul
I130735,C156443,Male,69,Food & Beverage,3,15.69,Credit Card,04-04-2021,Istinye Park
I114739,C111679,Female,64,Cosmetics,3,121.98,Debit Card,17-06-2021,Mall of Istanbul
I132661,C193510,Female,66,Toys,4,143.36,Cash,15-11-2021,Mall of Istanbul
I733046,C227728,Female,69,Clothing,2,600.16,Debit Card,16-11-2021,Metrocity
I188063,C632239,Female,27,Clothing,2,600.16,Cash,03-03-2023,Mall of Istanbul
I526600,C180651,Female,19,Books,1,15.15,Credit Card,25-07-2021,Istinye Park
I338543,C963628,Female,67,Clothing,2,600.16,Credit Card,20-10-2022,Forum Istanbul
I230511,C205552,Male,52,Shoes,2,1200.34,Credit Card,30-10-2021,Kanyon
I187255,C113670,Male,28,Clothing,4,1200.32,Debit Card,05-02-2023,Mall of Istanbul
I700893,C135897,Female,38,Souvenir,2,23.46,Debit Card,21-09-2021,Kanyon
I140282,C190639,Male,27,Clothing,5,1500.4,Cash,21-10-2022,Metropol AVM
I302650,C205925,Female,68,Food & Beverage,1,5.23,Credit Card,28-01-2022,Viaport Outlet
I223446,C259706,Male,40,Clothing,5,1500.4,Credit Card,19-10-2021,Cevahir AVM
I173395,C249924,Male,40,Clothing,2,600.16,Credit Card,28-06-2022,Metrocity
I325592,C305544,Female,57,Toys,5,179.2,Debit Card,08-01-2021,Metropol AVM
I259898,C926896,Female,22,Clothing,2,600.16,Debit Card,03-04-2022,Zorlu Center
I165693,C412367,Male,60,Food & Beverage,5,26.15,Cash,16-05-2021,Metrocity
I105737,C185501,Female,18,Books,2,30.3,Cash,02-12-2022,Mall of Istanbul
I572573,C205210,Female,60,Shoes,3,1800.51,Debit Card,30-01-2023,Metropol AVM
I192192,C582623,Male,48,Cosmetics,2,81.32,Cash,08-10-2022,Mall of Istanbul
I614836,C143646,Male,42,Cosmetics,5,203.3,Credit Card,27-11-2022,Kanyon
I153262,C151884,Female,56,Clothing,2,600.16,Credit Card,07-03-2023,Metrocity
I130929,C158397,Male,44,Cosmetics,1,40.66,Credit Card,20-09-2022,Metrocity
I189542,C146801,Female,68,Clothing,4,1200.32,Credit Card,14-05-2021,Viaport Outlet
I311153,C805412,Female,60,Shoes,1,600.17,Credit Card,22-12-2021,Mall of Istanbul
I251242,C156154,Male,56,Food & Beverage,1,5.23,Debit Card,14-06-2021,Kanyon
I341437,C138609,Female,39,Clothing,5,1500.4,Debit Card,11-04-2021,Viaport Outlet
I239588,C548682,Female,35,Shoes,5,3000.85,Cash,25-10-2022,Metrocity
I159844,C190269,Female,60,Toys,3,107.52,Credit Card,07-12-2021,Istinye Park
I532304,C324512,Male,48,Technology,2,2100,Credit Card,30-08-2022,Mall of Istanbul
I250922,C206743,Female,23,Technology,3,3150,Debit Card,18-06-2022,Kanyon
I247538,C224073,Female,54,Souvenir,2,23.46,Cash,14-10-2021,Kanyon
I338605,C113943,Male,31,Toys,2,71.68,Cash,25-01-2021,Emaar Square Mall
I229333,C201015,Female,57,Clothing,5,1500.4,Cash,08-02-2021,Istinye Park
I103881,C163190,Male,40,Souvenir,3,35.19,Cash,31-08-2022,Kanyon
I517431,C191174,Male,49,Clothing,1,300.08,Cash,15-07-2021,Kanyon
I468954,C945285,Female,57,Clothing,5,1500.4,Debit Card,05-03-2021,Viaport Outlet
I480105,C221193,Female,31,Clothing,2,600.16,Debit Card,01-03-2022,Istinye Park
I203426,C278450,Male,47,Clothing,5,1500.4,Credit Card,20-09-2021,Zorlu Center
I232549,C291989,Female,50,Food & Beverage,4,20.92,Cash,05-10-2021,Metrocity
I893324,C277406,Female,30,Cosmetics,1,40.66,Credit Card,29-03-2021,Metrocity
I172235,C223291,Female,36,Clothing,4,1200.32,Credit Card,07-11-2021,Metropol AVM
I737951,C143091,Male,29,Books,1,15.15,Cash,23-02-2023,Viaport Outlet
I320668,C737656,Male,31,Clothing,5,1500.4,Cash,30-12-2021,Metropol AVM
I328185,C157787,Female,56,Cosmetics,1,40.66,Credit Card,11-08-2021,Istinye Park
I213763,C262982,Female,37,Clothing,4,1200.32,Cash,26-02-2023,Istinye Park
I606143,C210635,Male,46,Clothing,4,1200.32,Credit Card,08-06-2022,Metrocity
